año,NCODI,partoVaginal,cesareas,rNacVivos,vivos_menor2500,exitusMaternal
2016,9.9200000000000000e+02,699,173,878,25,0
2016,9.9300000000000000e+02,433,149,592,25,0
2016,1.0700000000000000e+03,1349,500,1913,299,0
2016,1.0950000000000000e+03,0,0,0,0,0
2016,1.0940000000000000e+03,0,0,0,0,0
2016,4.7300000000000000e+02,2275,845,3235,449,0
2016,6.6300000000000000e+02,1018,331,1360,113,0
2016,5.5200000000000000e+02,0,0,0,0,0
2016,7.7200000000000000e+02,0,0,0,0,0
2016,5.6800000000000000e+02,0,0,0,0,0
2016,3.9800000000000000e+02,0,0,0,0,0
2016,3.9400000000000000e+02,0,0,0,0,0
2016,6.1400000000000000e+02,0,0,0,0,0
2016,2.3500000000000000e+02,0,0,0,0,0
2016,6.1600000000000000e+02,0,0,0,0,0
2016,2.6700000000000000e+02,973,669,1642,142,0
2016,5.6500000000000000e+02,0,0,0,0,0
2016,2.2000000000000000e+02,160,138,298,8,0
2016,2.7800000000000000e+02,825,555,1410,90,0
2016,1.0700000000000000e+02,0,0,0,0,0
2016,7.1100000000000000e+02,1280,381,1698,127,0
2016,2.0400000000000000e+02,0,0,0,0,0
2016,5.7900000000000000e+02,0,0,0,0,0
2016,3.4800000000000000e+02,0,0,0,0,0
2016,7.6600000000000000e+02,0,0,0,0,0
2016,7.6100000000000000e+02,0,0,0,0,0
2016,7.2800000000000000e+02,0,0,0,0,0
2016,2.8000000000000000e+02,996,731,1773,113,0
2016,2.2200000000000000e+02,0,0,0,0,0
2016,2.7600000000000000e+02,2039,1071,3180,101,0
2016,1.1000000000000000e+01,158,82,240,0,0
2016,3.0200000000000000e+02,44,37,81,0,0
2016,6.8200000000000000e+02,0,0,0,0,0
2016,2.7900000000000000e+02,1903,883,2905,260,0
2016,2.8200000000000000e+02,1220,833,2125,156,0
2016,2.8100000000000000e+02,559,480,1072,86,0
2016,1.8300000000000000e+02,0,0,0,0,0
2016,6.1000000000000000e+02,0,0,0,0,0
2016,1.1600000000000000e+02,0,0,0,0,0
2016,1.1500000000000000e+02,0,0,0,0,0
2016,1.1400000000000000e+02,0,0,0,0,0
2016,1.1900000000000000e+02,0,0,0,0,0
2016,7.7000000000000000e+02,1046,419,1478,124,0
2016,5.8300000000000000e+02,0,0,0,0,0
2016,1.3600000000000000e+02,0,0,0,0,0
2016,4.6900000000000000e+02,104,53,157,0,0
2016,6.4200000000000000e+02,633,205,846,38,0
2016,6.7400000000000000e+02,2498,790,3374,352,0
2016,1.9300000000000000e+02,0,0,0,0,0
2016,5.2600000000000000e+02,1151,415,1606,127,0
2016,6.9800000000000000e+02,0,0,0,0,0
2016,6.3000000000000000e+02,1191,286,1486,72,0
2016,1.2400000000000000e+02,0,0,0,0,0
2016,3.6400000000000000e+02,0,0,0,0,0
2016,4.3900000000000000e+02,330,217,551,15,0
2016,5.7000000000000000e+02,1018,242,1260,86,0
2016,1.2300000000000000e+02,0,0,0,0,0
2016,3.1000000000000000e+02,0,0,0,0,0
2016,5.7100000000000000e+02,531,123,659,27,0
2016,2.9600000000000000e+02,0,0,0,0,0
2016,5.6600000000000000e+02,533,162,701,0,0
2016,7.8400000000000000e+02,1915,441,2404,219,0
2016,1.0200000000000000e+02,0,0,0,0,0
2016,3.7900000000000000e+02,0,0,0,0,0
2016,6.3900000000000000e+02,1232,288,1534,58,0
2016,4.5700000000000000e+02,0,0,0,0,0
2016,6.0900000000000000e+02,1449,821,2305,165,0
2016,1.0100000000000000e+02,0,0,0,0,0
2016,4.5400000000000000e+02,595,137,739,26,0
2016,3.1800000000000000e+02,0,0,0,0,0
2016,6.0000000000000000e+02,650,163,809,15,0
2016,5.4500000000000000e+02,1093,184,1299,90,0
2016,1.0000000000000000e+02,0,0,0,0,0
2016,7.0200000000000000e+02,851,229,1098,95,0
2016,7.7800000000000000e+02,983,285,1280,65,0
2016,3.4100000000000000e+02,0,0,0,0,0
2016,9.9000000000000000e+01,0,0,0,0,0
2016,7.6700000000000000e+02,0,0,0,0,0
2016,3.5900000000000000e+02,0,0,0,0,0
2016,9.8000000000000000e+01,0,0,0,0,0
2016,1.3200000000000000e+02,0,0,0,0,0
2016,9.7000000000000000e+01,0,0,0,0,0
2016,1.0300000000000000e+02,0,0,0,0,0
2016,1.1000000000000000e+02,0,0,0,0,0
2016,9.4000000000000000e+01,0,0,0,0,0
2016,9.1000000000000000e+01,0,0,0,0,0
2016,6.6400000000000000e+02,908,257,1180,71,0
2016,9.1800000000000000e+02,2040,834,2994,581,0
2016,9.2000000000000000e+01,0,0,0,0,0
2016,9.5000000000000000e+01,0,0,0,0,0
2016,3.0100000000000000e+02,0,0,0,0,0
2016,4.9200000000000000e+02,436,100,535,19,0
2016,8.1100000000000000e+02,521,253,789,78,0
2016,8.1200000000000000e+02,0,0,0,0,0
2016,8.3200000000000000e+02,0,0,0,0,0
2016,8.4100000000000000e+02,0,0,0,0,0
2016,8.5600000000000000e+02,0,0,0,0,0
2016,8.5900000000000000e+02,0,0,0,0,0
2016,8.6100000000000000e+02,0,0,0,0,0
2016,8.8000000000000000e+02,0,0,0,0,0
2016,8.8300000000000000e+02,0,0,0,0,0
2016,8.8400000000000000e+02,0,0,0,0,0
2016,8.7700000000000000e+02,0,0,0,0,0
2016,9.1100000000000000e+02,0,0,0,0,0
2016,9.1300000000000000e+02,0,0,0,0,0
2016,9.2200000000000000e+02,565,308,873,19,0
2016,9.2300000000000000e+02,0,0,0,0,0
2016,9.2400000000000000e+02,0,0,0,0,0
2016,9.4700000000000000e+02,0,0,0,0,0
2016,9.5100000000000000e+02,0,0,0,0,0
2016,1.1030000000000000e+03,0,0,0,0,0
2016,9.7200000000000000e+02,0,0,0,0,0
2016,9.7300000000000000e+02,0,0,0,0,0
2016,9.7400000000000000e+02,0,0,0,0,0
2016,9.7500000000000000e+02,0,0,0,0,0
2016,9.6000000000000000e+02,0,0,0,0,0
2016,1.0280000000000000e+03,0,0,0,0,0
2016,9.7600000000000000e+02,0,0,0,0,0
2016,9.7700000000000000e+02,0,0,0,0,0
2016,1.0200000000000000e+03,0,0,0,0,0
2016,9.9400000000000000e+02,734,139,884,47,0
2016,9.9500000000000000e+02,0,0,0,0,0
2016,1.0600000000000000e+03,0,0,0,0,0
2016,1.0050000000000000e+03,0,0,0,0,0
2016,1.0610000000000000e+03,0,0,0,0,0
2016,1.0060000000000000e+03,0,0,0,0,0
2016,1.0880000000000000e+03,0,0,0,0,0
2016,1.0890000000000000e+03,0,0,0,0,0
2016,1.0760000000000000e+03,0,0,0,0,0
2016,1.0780000000000000e+03,0,0,0,0,0
2016,1.0330000000000000e+03,0,0,0,0,0
2016,1.0370000000000000e+03,0,0,0,0,0
2016,1.0390000000000000e+03,0,0,0,0,0
2016,1.0670000000000000e+03,0,0,0,0,0
2016,1.0650000000000000e+03,0,0,0,0,0
2016,1.0660000000000000e+03,215,191,423,17,0
2016,1.1000000000000000e+03,0,0,0,0,0
2016,1.1050000000000000e+03,0,0,0,0,0
2016,1.1070000000000000e+03,0,0,0,0,0
2016,1.1110000000000000e+03,0,0,0,0,0
2016,1.1210000000000000e+03,0,0,0,0,0
2016,2.0700000000000000e+02,36,39,74,0,0
2016,4.3100000000000000e+02,0,0,0,0,0
2016,3.8700000000000000e+02,259,95,360,18,0
2016,1.7900000000000000e+02,0,0,0,0,0
2016,6.0600000000000000e+02,199,86,286,14,0
2016,9.2500000000000000e+02,1513,305,1863,184,0
2016,5.4100000000000000e+02,206,82,293,12,0
2016,7.9700000000000000e+02,255,89,349,0,0
2016,6.2700000000000000e+02,414,294,718,47,0
2016,1.7300000000000000e+02,0,0,0,0,0
2016,6.3600000000000000e+02,983,424,1450,159,1
2016,2.0500000000000000e+02,0,0,0,0,0
2016,8.1400000000000000e+02,0,0,0,0,0
2016,8.8100000000000000e+02,0,13,13,0,0
2016,7.7100000000000000e+02,1348,388,1793,203,0
2016,5.3300000000000000e+02,24,25,49,1,0
2016,4.4700000000000000e+02,177,95,276,8,0
2016,8.1500000000000000e+02,0,0,0,0,0
2016,8.0100000000000000e+02,2052,639,2808,218,0
2016,8.0000000000000000e+02,0,0,0,0,0
2016,3.8900000000000000e+02,381,228,615,18,0
2016,6.9500000000000000e+02,1515,474,2003,141,0
2016,8.1600000000000000e+02,114,160,274,6,0
2016,8.3300000000000000e+02,213,194,407,11,0
2016,8.7000000000000000e+02,207,112,319,18,0
2016,9.2700000000000000e+02,69,23,94,0,0
2016,9.6100000000000000e+02,1724,519,2243,133,1
2016,9.6200000000000000e+02,0,0,0,0,0
2016,1.0790000000000000e+03,58,39,95,2,0
2016,1.1010000000000000e+03,225,127,353,13,0
2016,6.6600000000000000e+02,1206,479,1740,229,0
2016,3.9200000000000000e+02,0,0,0,0,0
2016,7.9000000000000000e+02,0,0,0,0,0
2016,6.5000000000000000e+02,421,151,582,36,0
2016,8.7600000000000000e+02,1360,227,1607,63,0
2016,9.4400000000000000e+02,0,0,0,0,0
2016,9.5200000000000000e+02,578,382,960,25,0
2016,5.4000000000000000e+01,0,0,0,0,0
2016,3.6700000000000000e+02,0,0,0,0,0
2016,5.3800000000000000e+02,745,248,953,78,0
2016,5.5700000000000000e+02,292,77,377,23,0
2016,6.5300000000000000e+02,243,223,472,29,0
2016,6.4700000000000000e+02,320,161,494,14,0
2016,9.7800000000000000e+02,1264,450,1754,147,1
2016,9.9600000000000000e+02,326,150,482,30,0
2016,7.2900000000000000e+02,2821,728,3643,390,0
2016,1.8200000000000000e+02,741,396,1145,48,0
2016,6.3300000000000000e+02,68,35,103,7,0
2016,6.8500000000000000e+02,867,292,1175,75,0
2016,6.8300000000000000e+02,368,122,494,20,0
2016,9.4500000000000000e+02,390,93,490,20,0
2016,9.5300000000000000e+02,0,0,0,0,0
2016,1.0220000000000000e+03,0,0,0,0,0
2016,1.0490000000000000e+03,0,0,0,0,0
2016,7.9400000000000000e+02,1952,566,2539,187,0
2016,4.1500000000000000e+02,0,0,0,0,0
2016,5.9200000000000000e+02,243,142,385,0,0
2016,4.9700000000000000e+02,0,0,0,0,0
2016,4.5800000000000000e+02,711,408,1133,49,0
2016,7.2600000000000000e+02,820,257,1096,81,0
2016,2.7200000000000000e+02,0,0,0,0,0
2016,8.0500000000000000e+02,1984,541,2615,266,0
2016,5.0000000000000000e+00,0,0,0,0,0
2016,2.3400000000000000e+02,269,131,407,11,0
2016,6.4000000000000000e+01,0,0,0,0,0
2016,8.4200000000000000e+02,272,87,359,1,0
2016,8.4300000000000000e+02,172,66,238,10,0
2016,8.0300000000000000e+02,693,140,848,62,0
2016,2.1100000000000000e+02,0,0,0,0,0
2016,7.7300000000000000e+02,986,286,1335,221,0
2016,4.2400000000000000e+02,451,149,634,56,0
2016,2.9800000000000000e+02,516,274,796,30,0
2016,5.9400000000000000e+02,0,0,0,0,0
2016,2.3700000000000000e+02,0,0,0,0,0
2016,1.6000000000000000e+01,0,0,0,0,0
2016,7.6800000000000000e+02,67,18,88,4,0
2016,6.1700000000000000e+02,690,161,868,52,0
2016,2.9700000000000000e+02,224,85,309,9,0
2016,1.0500000000000000e+02,0,0,0,0,0
2016,5.4400000000000000e+02,327,69,398,24,0
2016,8.0400000000000000e+02,808,153,976,56,0
2016,1.0400000000000000e+02,0,0,0,0,0
2016,2.0000000000000000e+01,0,0,0,0,0
2016,5.5000000000000000e+02,0,0,0,0,0
2016,1.1200000000000000e+02,0,0,0,0,0
2016,8.1800000000000000e+02,0,0,0,0,0
2016,8.8200000000000000e+02,0,0,0,0,0
2016,9.1400000000000000e+02,0,0,0,0,0
2016,9.2800000000000000e+02,0,0,0,0,0
2016,9.6400000000000000e+02,1016,169,1180,50,0
2016,1.0260000000000000e+03,0,0,0,0,0
2016,1.0680000000000000e+03,0,0,0,0,0
2016,1.1080000000000000e+03,160,28,189,12,0
2016,4.0400000000000000e+02,0,0,0,0,0
2016,2.7000000000000000e+02,274,174,458,21,0
2016,6.7600000000000000e+02,412,105,523,42,0
2016,7.0900000000000000e+02,803,269,1086,59,0
2016,7.5400000000000000e+02,4726,1238,6095,527,0
2016,9.9700000000000000e+02,236,64,300,13,0
2016,1.0690000000000000e+03,0,0,0,0,0
2016,1.1180000000000000e+03,113,88,195,6,0
2016,7.3400000000000000e+02,1234,334,1603,73,0
2016,2.9900000000000000e+02,0,0,0,0,0
2016,6.4500000000000000e+02,0,0,0,0,0
2016,1.7000000000000000e+01,0,0,0,0,0
2016,1.0460000000000000e+03,0,0,0,0,0
2016,4.2000000000000000e+02,0,0,0,0,0
2016,8.0200000000000000e+02,0,0,0,0,0
2016,2.6600000000000000e+02,451,183,634,15,0
2016,1.3700000000000000e+02,0,0,0,0,0
2016,7.6900000000000000e+02,0,0,0,0,0
2016,7.7600000000000000e+02,0,0,0,0,0
2016,6.4000000000000000e+02,430,73,497,10,0
2016,3.1500000000000000e+02,0,0,0,0,0
2016,4.0000000000000000e+01,0,0,0,0,0
2016,5.0800000000000000e+02,0,0,0,0,0
2016,4.6000000000000000e+01,0,0,0,0,0
2016,5.9000000000000000e+02,704,79,791,23,0
2016,7.7700000000000000e+02,562,79,640,19,0
2016,8.9700000000000000e+02,3170,501,3800,380,0
2016,9.6500000000000000e+02,0,0,0,0,0
2016,4.6100000000000000e+02,0,0,0,0,0
2016,3.7600000000000000e+02,52,13,64,3,0
2016,6.2100000000000000e+02,293,112,408,32,0
2016,7.9300000000000000e+02,2637,905,3581,266,0
2016,1.1020000000000000e+03,215,185,411,24,0
2016,7.1200000000000000e+02,538,120,666,36,0
2016,3.2000000000000000e+01,0,0,0,0,0
2016,3.6100000000000000e+02,0,0,0,0,0
2016,4.8600000000000000e+02,2,1,3,0,0
2016,5.9500000000000000e+02,498,99,604,38,0
2016,4.3300000000000000e+02,70,22,91,2,0
2016,1.0580000000000000e+03,0,0,0,0,0
2016,2.6100000000000000e+02,65,34,99,0,0
2016,7.3000000000000000e+02,804,217,1029,57,0
2016,5.7700000000000000e+02,931,239,1180,58,0
2016,7.8800000000000000e+02,1686,499,2220,197,0
2016,8.6500000000000000e+02,428,109,537,24,0
2016,9.7900000000000000e+02,0,0,0,0,0
2016,9.9800000000000000e+02,0,0,0,0,0
2016,1.0720000000000000e+03,0,0,0,0,0
2016,2.2100000000000000e+02,0,0,0,0,0
2016,5.0600000000000000e+02,85,36,121,3,0
2016,7.2700000000000000e+02,491,162,661,16,0
2016,3.5500000000000000e+02,0,0,0,0,0
2016,4.8700000000000000e+02,0,0,0,0,0
2016,9.3800000000000000e+02,1587,392,2027,172,0
2016,8.8600000000000000e+02,0,0,0,0,0
2016,8.3500000000000000e+02,55,38,93,0,0
2016,9.9900000000000000e+02,0,0,0,0,0
2016,7.9800000000000000e+02,2068,480,2579,161,0
2016,5.0400000000000000e+02,0,0,0,0,0
2016,2.4700000000000000e+02,189,134,323,0,0
2016,2.1600000000000000e+02,127,115,248,8,0
2016,6.5400000000000000e+02,35,20,56,2,0
2016,6.5000000000000000e+01,0,0,0,0,0
2016,4.7200000000000000e+02,120,23,145,10,0
2016,4.2700000000000000e+02,0,0,0,0,0
2016,4.9100000000000000e+02,50,30,81,4,0
2016,5.5100000000000000e+02,71,23,94,2,0
2016,1.0600000000000000e+02,0,0,0,0,0
2016,8.1900000000000000e+02,0,0,0,0,0
2016,8.3600000000000000e+02,0,0,0,0,0
2016,9.1500000000000000e+02,0,0,0,0,0
2016,9.4200000000000000e+02,0,0,0,0,0
2016,7.4800000000000000e+02,1608,402,2044,166,0
2016,1.9800000000000000e+02,0,0,0,0,0
2016,8.7100000000000000e+02,405,114,518,12,0
2016,9.4800000000000000e+02,72,58,130,0,0
2016,1.0510000000000000e+03,0,0,0,0,0
2016,1.0830000000000000e+03,0,0,0,0,0
2016,1.0960000000000000e+03,0,0,0,0,0
2016,6.7900000000000000e+02,986,345,1359,135,0
2016,1.7600000000000000e+02,0,0,0,0,0
2016,5.3700000000000000e+02,0,0,0,0,0
2016,6.0800000000000000e+02,282,92,382,29,0
2016,5.9600000000000000e+02,144,60,204,7,0
2016,7.4900000000000000e+02,0,0,0,0,0
2016,7.5800000000000000e+02,3329,922,4265,230,0
2016,1.1040000000000000e+03,1450,467,1945,197,0
2016,4.3600000000000000e+02,0,0,0,0,0
2016,5.6700000000000000e+02,0,0,0,0,0
2016,6.7700000000000000e+02,0,0,0,0,0
2016,6.7000000000000000e+02,0,0,0,0,0
2016,5.8800000000000000e+02,0,0,0,0,0
2016,7.5300000000000000e+02,4463,874,5490,585,0
2016,8.8700000000000000e+02,0,0,0,0,0
2016,2.4500000000000000e+02,1089,430,1527,150,0
2016,6.0300000000000000e+02,314,259,582,27,0
2016,4.2600000000000000e+02,0,0,0,0,0
2016,2.3200000000000000e+02,1370,652,2071,141,0
2016,2.8800000000000000e+02,0,0,0,0,0
2016,2.4600000000000000e+02,511,398,947,0,0
2016,2.8400000000000000e+02,239,244,491,28,0
2016,1.8000000000000000e+01,0,0,0,0,0
2016,3.5600000000000000e+02,0,0,0,0,0
2016,4.0100000000000000e+02,0,0,0,0,0
2016,7.3300000000000000e+02,1538,434,2016,150,0
2016,2.4300000000000000e+02,0,0,0,0,0
2016,3.8000000000000000e+02,0,0,0,0,0
2016,7.1600000000000000e+02,0,0,0,0,0
2016,5.3400000000000000e+02,0,0,0,0,0
2016,1.8500000000000000e+02,0,0,0,0,0
2016,2.5800000000000000e+02,0,0,0,0,0
2016,5.0500000000000000e+02,0,0,0,0,0
2016,2.6800000000000000e+02,0,0,0,0,0
2016,6.0200000000000000e+02,499,393,923,80,0
2016,2.5400000000000000e+02,590,426,1033,75,0
2016,7.0500000000000000e+02,702,350,1052,45,0
2016,1.3300000000000000e+02,1360,691,2064,64,0
2016,3.3000000000000000e+01,0,0,0,0,0
2016,1.4300000000000000e+02,0,0,0,0,0
2016,3.6000000000000000e+01,0,0,0,0,0
2016,7.5600000000000000e+02,406,131,536,15,0
2016,6.6200000000000000e+02,1433,342,1653,89,0
2016,1.9200000000000000e+02,0,0,0,0,0
2016,3.8200000000000000e+02,0,0,0,0,0
2016,3.2200000000000000e+02,0,0,0,0,0
2016,4.7800000000000000e+02,0,0,0,0,0
2016,3.5200000000000000e+02,0,0,0,0,0
2016,6.2800000000000000e+02,944,336,1311,138,0
2016,2.9100000000000000e+02,0,0,0,0,0
2016,4.9500000000000000e+02,0,0,0,0,0
2016,8.4500000000000000e+02,675,192,877,71,0
2016,4.9800000000000000e+02,205,79,284,26,0
2016,3.1400000000000000e+02,0,0,0,0,0
2016,7.2000000000000000e+02,0,0,0,0,0
2016,7.2100000000000000e+02,1413,375,1817,165,1
2016,4.8500000000000000e+02,0,0,0,0,0
2016,2.7300000000000000e+02,38,17,55,0,0
2016,8.4600000000000000e+02,1259,238,1526,103,0
2016,8.4700000000000000e+02,0,0,0,0,0
2016,8.4800000000000000e+02,1348,752,2149,101,0
2016,9.1600000000000000e+02,0,0,0,0,0
2016,9.3000000000000000e+02,518,188,711,40,0
2016,9.5400000000000000e+02,1532,306,1883,95,0
2016,9.4300000000000000e+02,0,0,0,0,0
2016,9.4900000000000000e+02,4162,1509,5915,769,0
2016,9.8000000000000000e+02,1155,419,1611,81,0
2016,9.8100000000000000e+02,0,0,0,0,0
2016,1.0240000000000000e+03,1034,412,1446,79,0
2016,1.0170000000000000e+03,0,0,0,0,0
2016,1.0000000000000000e+03,0,0,0,0,0
2016,1.0180000000000000e+03,1042,178,1232,82,0
2016,1.0010000000000000e+03,451,424,894,52,0
2016,1.0070000000000000e+03,1772,456,2228,144,0
2016,1.0080000000000000e+03,730,186,930,54,0
2016,1.0090000000000000e+03,1709,443,2180,153,0
2016,1.0100000000000000e+03,813,209,1040,61,0
2016,1.0110000000000000e+03,548,116,673,54,0
2016,1.0120000000000000e+03,1312,343,1684,118,0
2016,1.0130000000000000e+03,2394,604,3089,232,0
2016,1.0410000000000000e+03,0,0,0,0,0
2016,1.0730000000000000e+03,1986,434,2455,113,0
2016,1.0870000000000000e+03,1824,244,2116,89,0
2016,1.1090000000000000e+03,503,118,627,31,0
2016,1.1100000000000000e+03,889,336,1230,17,0
2016,1.1120000000000000e+03,0,0,0,0,0
2016,7.8900000000000000e+02,0,0,0,0,0
2016,3.2600000000000000e+02,0,0,0,0,0
2016,4.4200000000000000e+02,794,542,1332,95,4
2016,2.9400000000000000e+02,254,182,454,36,0
2016,3.7800000000000000e+02,296,227,529,23,0
2016,4.0200000000000000e+02,0,0,0,0,0
2016,2.9000000000000000e+01,0,0,0,0,0
2016,4.5000000000000000e+02,0,0,0,0,0
2016,6.5600000000000000e+02,574,198,770,40,0
2016,3.3300000000000000e+02,317,179,504,19,0
2016,6.6800000000000000e+02,447,166,586,28,0
2016,6.8400000000000000e+02,769,220,990,54,0
2016,4.2200000000000000e+02,0,0,0,0,0
2016,7.6300000000000000e+02,2994,1180,4317,528,0
2016,7.4100000000000000e+02,1335,401,1735,67,0
2016,5.5300000000000000e+02,2155,569,2770,245,0
2016,3.5700000000000000e+02,0,0,0,0,0
2016,8.9900000000000000e+02,0,0,0,0,0
2016,9.0000000000000000e+02,0,0,0,0,0
2016,9.3200000000000000e+02,0,0,0,0,0
2016,9.5000000000000000e+02,0,0,0,0,0
2016,9.6600000000000000e+02,173,102,292,8,0
2016,9.6700000000000000e+02,0,0,0,0,0
2016,9.8200000000000000e+02,0,0,0,0,0
2016,1.0140000000000000e+03,0,0,0,0,0
2016,1.0800000000000000e+03,957,308,1329,122,0
2016,1.0740000000000000e+03,0,0,0,0,0
2016,1.0840000000000000e+03,0,0,0,0,0
2016,1.1130000000000000e+03,24,26,50,0,0
2016,7.2200000000000000e+02,5660,1567,7358,611,0
2016,6.6000000000000000e+02,0,0,0,0,0
2016,7.5000000000000000e+01,0,0,0,0,0
2016,2.4900000000000000e+02,441,338,798,31,0
2016,2.7500000000000000e+02,0,0,0,0,0
2016,2.2700000000000000e+02,474,353,835,27,0
2016,1.5000000000000000e+02,0,0,0,0,0
2016,4.7000000000000000e+01,0,0,0,0,0
2016,1.7200000000000000e+02,0,0,0,0,0
2016,5.8100000000000000e+02,404,143,552,21,0
2016,1.2000000000000000e+02,0,0,0,0,0
2016,4.4500000000000000e+02,0,0,0,0,0
2016,4.7100000000000000e+02,0,0,0,0,0
2016,5.3000000000000000e+01,0,0,0,0,0
2016,1.9900000000000000e+02,0,0,0,0,0
2016,5.7500000000000000e+02,876,292,1167,31,0
2016,5.2800000000000000e+02,386,123,509,24,0
2016,6.3100000000000000e+02,1205,417,1633,124,0
2016,6.9900000000000000e+02,0,0,0,0,0
2016,8.2300000000000000e+02,0,0,0,0,0
2016,8.4900000000000000e+02,0,0,0,0,0
2016,8.6900000000000000e+02,0,0,0,0,0
2016,9.5500000000000000e+02,0,0,0,0,0
2016,9.8300000000000000e+02,0,0,0,0,0
2016,1.0020000000000000e+03,0,0,0,0,0
2016,1.0150000000000000e+03,2087,675,2818,177,0
2016,5.1000000000000000e+01,0,0,0,0,0
2016,4.4100000000000000e+02,0,0,0,0,0
2016,3.2700000000000000e+02,0,0,0,0,0
2016,6.9000000000000000e+02,226,68,303,26,0
2016,2.6200000000000000e+02,129,43,173,8,0
2016,4.0300000000000000e+02,0,0,0,0,0
2016,3.1200000000000000e+02,0,0,0,0,0
2016,5.8900000000000000e+02,349,76,426,18,0
2016,6.6500000000000000e+02,725,143,882,0,0
2016,3.3400000000000000e+02,0,0,0,0,0
2016,1.0750000000000000e+03,3358,611,4067,348,0
2016,7.5100000000000000e+02,1048,416,1484,113,0
2016,1.8600000000000000e+02,0,0,0,0,0
2016,6.4600000000000000e+02,127,24,151,8,0
2016,5.3600000000000000e+02,84,27,84,0,0
2016,2.4200000000000000e+02,0,9,9,0,0
2016,4.9000000000000000e+02,0,0,0,0,0
2016,5.0000000000000000e+02,176,87,263,0,0
2016,2.0600000000000000e+02,0,0,0,0,0
2016,5.8000000000000000e+01,0,0,0,0,0
